ID,PAPER NAME,AUTHORS NAME,PAPER LINK
122,Beltrami Flow and Neural Diffusion on Graphs,"Benjamin Chamberlain, James Rowbottom, Davide Eynard, Francesco Di Giovanni, Xiaowen Dong, Michael Bronstein",/paper/2021/hash/0cbed40c0d920b94126eaf5e707be1f5-Abstract.html
123,"Think Big, Teach Small: Do Language Models Distil Occam’s Razor?","Gonzalo Jaimovitch-Lopez, David Castellano Falcón, Cesar Ferri, José Hernández-Orallo",/paper/2021/hash/0cd6a652ed1f7811192db1f700c8f0e7-Abstract.html
124,Disentangling Identifiable Features from Noisy Data with Structured Nonlinear ICA,"Hermanni Hälvä, Sylvain Le Corff, Luc Lehéricy, Jonathan So, Yongjie Zhu, Elisabeth Gassiat, Aapo Hyvarinen",/paper/2021/hash/0cdbb4e65815fbaf79689b15482e7575-Abstract.html
125,"Conditionally Parameterized, Discretization-Aware Neural Networks for Mesh-Based Modeling of Physical Systems","Jiayang Xu, Aniruddhe Pradhan, Karthikeyan Duraisamy",/paper/2021/hash/0cddb7c06f1cd518e1efdc0e20b70c31-Abstract.html
126,USCO-Solver: Solving Undetermined Stochastic Combinatorial Optimization Problems,Guangmo Tong,/paper/2021/hash/0d3180d672e08b4c5312dcdafdf6ef36-Abstract.html
127,Adaptive Conformal Inference Under Distribution Shift,"Isaac Gibbs, Emmanuel Candes",/paper/2021/hash/0d441de75945e5acbc865406fc9a2559-Abstract.html
128,Periodic Activation Functions Induce Stationarity,"Lassi Meronen, Martin Trapp, Arno Solin",/paper/2021/hash/0d5a4a5a748611231b945d28436b8ece-Abstract.html
129,Towards Optimal Strategies for Training Self-Driving Perception Models in Simulation,"David Acuna, Jonah Philion, Sanja Fidler",/paper/2021/hash/0d5bd023a3ee11c7abca5b42a93c4866-Abstract.html
130,KS-GNN: Keywords Search over Incomplete Graphs via Graphs Neural Network,"YU HAO, Xin Cao, Yufan Sheng, Yixiang Fang, Wei Wang",/paper/2021/hash/0d7363894acdee742caf7fe4e97c4d49-Abstract.html
131,Reconstruction for Powerful Graph Representations,"Leonardo Cotta, Christopher Morris, Bruno Ribeiro",/paper/2021/hash/0d8080853a54f8985276b0130266a657-Abstract.html
132,Revealing and Protecting Labels in Distributed Training,"Trung Dang, Om Thakkar, Swaroop Ramaswamy, Rajiv Mathews, Peter Chin, Françoise Beaufays",/paper/2021/hash/0d924f0e6b3fd0d91074c22727a53966-Abstract.html
133,Solving Graph-based Public Goods Games with Tree Search and Imitation Learning,"Victor-Alexandru Darvariu, Stephen Hailes, Mirco Musolesi",/paper/2021/hash/0db2e204010400f5c506620adcd1ae68-Abstract.html
134,Stochastic Optimization of Areas Under Precision-Recall Curves with Provable Convergence,"Qi Qi, Youzhi Luo, Zhao Xu, Shuiwang Ji, Tianbao Yang",/paper/2021/hash/0dd1bc593a91620daecf7723d2235624-Abstract.html
135,Transfer Learning of Graph Neural Networks with Ego-graph Information Maximization,"Qi Zhu, Carl Yang, Yidan Xu, Haonan Wang, Chao Zhang, Jiawei Han",/paper/2021/hash/0dd6049f5fa537d41753be6d37859430-Abstract.html
136,You are caught stealing my winning lottery ticket! Making a lottery ticket claim its ownership,"Xuxi Chen, Tianlong Chen, Zhenyu Zhang, Zhangyang Wang",/paper/2021/hash/0dfd8a39e2a5dd536c185e19a804a73b-Abstract.html
137,Complexity Lower Bounds for Nonconvex-Strongly-Concave Min-Max Optimization,"Haochuan Li, Yi Tian, Jingzhao Zhang, Ali Jadbabaie",/paper/2021/hash/0e105949d99a32ca1751703e94ece601-Abstract.html
138,Early-stopped neural networks are consistent,"Ziwei Ji, Justin Li, Matus Telgarsky",/paper/2021/hash/0e1ebad68af7f0ae4830b7ac92bc3c6f-Abstract.html
139,NxMTransformer: Semi-Structured Sparsification for Natural Language Understanding via ADMM,"Connor Holmes, Minjia Zhang, Yuxiong He, Bo Wu",/paper/2021/hash/0e4f5cc9f4f3f7f1651a6b9f9214e5b1-Abstract.html
140,Reliable Decisions with Threshold Calibration,"Roshni Sahoo, Shengjia Zhao, Alyssa Chen, Stefano Ermon",/paper/2021/hash/0e65972dce68dad4d52d063967f0a705-Abstract.html
141,End-to-End Weak Supervision,"Salva Rühling Cachay, Benedikt Boecking, Artur Dubrawski",/paper/2021/hash/0e674a918ebca3f78bfe02e2f387689d-Abstract.html
142,Shift Invariance Can Reduce Adversarial Robustness,"Vasu Singla, Songwei Ge, Basri Ronen, David Jacobs",/paper/2021/hash/0e7c7d6c41c76b9ee6445ae01cc0181d-Abstract.html
143,Wisdom of the Crowd Voting: Truthful Aggregation of Voter Information and Preferences,"Grant Schoenebeck, Biaoshuai Tao",/paper/2021/hash/0e900ad84f63618452210ab8baae0218-Abstract.html
144,Replay-Guided Adversarial Environment Design,"Minqi Jiang, Michael Dennis, Jack Parker-Holder, Jakob Foerster, Edward Grefenstette, Tim Rocktäschel",/paper/2021/hash/0e915db6326b6fb6a3c56546980a8c93-Abstract.html
145,There Is No Turning Back: A Self-Supervised Approach for Reversibility-Aware Reinforcement Learning,"Nathan Grinsztajn, Johan Ferret, Olivier Pietquin, philippe preux, Matthieu Geist",/paper/2021/hash/0e98aeeb54acf612b9eb4e48a269814c-Abstract.html
146,Learning to Execute: Efficient Learning of Universal Plan-Conditioned Policies in Robotics,"Ingmar Schubert, Danny Driess, Ozgur S. Oguz, Marc Toussaint",/paper/2021/hash/0e9b734aa25ca8096cb7b56dc0dd8929-Abstract.html
147,Self-Diagnosing GAN: Diagnosing Underrepresented Samples in Generative Adversarial Networks,"Jinhee Lee, Haeri Kim, Youngkyu Hong, Hye Won Chung",/paper/2021/hash/0ebcc77dc72360d0eb8e9504c78d38bd-Abstract.html
148,Online Multi-Armed Bandits with Adaptive Inference,"Maria Dimakopoulou, Zhimei Ren, Zhengyuan Zhou",/paper/2021/hash/0ec04cb3912c4f08874dd03716f80df1-Abstract.html
149,Efficient Truncated Linear Regression with Unknown Noise Variance,"Constantinos Daskalakis, Patroklos Stefanou, Rui Yao, Emmanouil Zampetakis",/paper/2021/hash/0ed8861dc36bee580d100f91283d0559-Abstract.html
150,Breaking the Dilemma of Medical Image-to-image Translation,"Lingke Kong, Chenyu Lian, Detian Huang, zhenjiang li, Yanle Hu, Qichao Zhou",/paper/2021/hash/0f2818101a7ac4b96ceeba38de4b934c-Abstract.html
151,Temporally Abstract Partial Models,"Khimya Khetarpal, Zafarali Ahmed, Gheorghe Comanici, Doina Precup",/paper/2021/hash/0f3d014eead934bbdbacb62a01dc4831-Abstract.html
152,TransMatcher: Deep Image Matching Through Transformers for Generalizable Person Re-identification,"Shengcai Liao, Ling Shao",/paper/2021/hash/0f49c89d1e7298bb9930789c8ed59d48-Abstract.html
153,Multi-Objective SPIBB: Seldonian Offline Policy Improvement with Safety Constraints in Finite MDPs,"harsh satija, Philip S. Thomas, Joelle Pineau, Romain Laroche",/paper/2021/hash/0f65caf0a7d00afd2b87c028e88fe931-Abstract.html
154,Is Automated Topic Model Evaluation Broken? The Incoherence of Coherence,"Alexander Hoyle, Pranav Goel, Andrew Hian-Cheong, Denis Peskov, Jordan Boyd-Graber, Philip Resnik",/paper/2021/hash/0f83556a305d789b1d71815e8ea4f4b0-Abstract.html
155,INDIGO: GNN-Based Inductive Knowledge Graph Completion Using Pair-Wise Encoding,"Shuwen Liu, Bernardo Grau, Ian Horrocks, Egor Kostylev",/paper/2021/hash/0fd600c953cde8121262e322ef09f70e-Abstract.html
156,Do Input Gradients Highlight Discriminative Features? ,"Harshay Shah, Prateek Jain, Praneeth Netrapalli",/paper/2021/hash/0fe6a94848e5c68a54010b61b3e94b0e-Abstract.html
157,Improving Conditional Coverage via Orthogonal Quantile Regression,"Shai Feldman, Stephen Bates, Yaniv Romano",/paper/2021/hash/1006ff12c465532f8c574aeaa4461b16-Abstract.html
158,Minimizing Polarization and Disagreement in Social Networks via Link Recommendation,"Liwang Zhu, Qi Bao, Zhongzhi Zhang",/paper/2021/hash/101951fe7ebe7bd8c77d14f75746b4bc-Abstract.html
159,Adversarial Attacks on Black Box Video Classifiers: Leveraging the Power of Geometric Transformations,"Shasha Li, Abhishek Aich, Shitong Zhu, Salman Asif, Chengyu Song, Amit Roy-Chowdhury, Srikanth Krishnamurthy",/paper/2021/hash/103303dd56a731e377d01f6a37badae3-Abstract.html
160,Optimal Rates for Random Order Online Optimization,"Uri Sherman, Tomer Koren, Yishay Mansour",/paper/2021/hash/107030ca685076c0ed5e054e2c3ed940-Abstract.html
161,Discrete-Valued Neural Communication,"Dianbo Liu, Alex M. Lamb, Kenji Kawaguchi, Anirudh Goyal ALIAS PARTH GOYAL, Chen Sun, Michael C. Mozer, Yoshua Bengio",/paper/2021/hash/10907813b97e249163587e6246612e21-Abstract.html
162,"Skyformer: Remodel Self-Attention with Gaussian Kernel and Nystr\""om Method","Yifan Chen, Qi Zeng, Heng Ji, Yun Yang",/paper/2021/hash/10a7cdd970fe135cf4f7bb55c0e3b59f-Abstract.html
163,TransMIL: Transformer based Correlated Multiple Instance Learning for Whole Slide Image Classification,"Zhuchen Shao, Hao Bian, Yang Chen, Yifeng Wang, Jian Zhang, Xiangyang Ji, yongbing zhang",/paper/2021/hash/10c272d06794d3e5785d5e7c5356e9ff-Abstract.html
164,Multi-view Contrastive Graph Clustering,"ErLin Pan, Zhao Kang",/paper/2021/hash/10c66082c124f8afe3df4886f5e516e0-Abstract.html
165,Inverse-Weighted Survival Games,"Xintian Han, Mark Goldstein, Aahlad Puli, Thomas Wies, Adler Perotte, Rajesh Ranganath",/paper/2021/hash/10fb6cfa4c990d2bad5ddef4f70e8ba2-Abstract.html
166,Generalization Bounds for Meta-Learning via PAC-Bayes and Uniform Stability,"Alec Farid, Anirudha Majumdar",/paper/2021/hash/1102a326d5f7c9e04fc3c89d0ede88c9-Abstract.html
167,Parallel Bayesian Optimization of Multiple Noisy Objectives with Expected Hypervolume Improvement,"Samuel Daulton, Maximilian Balandat, Eytan Bakshy",/paper/2021/hash/11704817e347269b7254e744b5e22dac-Abstract.html
168,Evolution Gym: A Large-Scale Benchmark for Evolving Soft Robots,"Jagdeep Bhatia, Holly Jackson, Yunsheng Tian, Jie Xu, Wojciech Matusik",/paper/2021/hash/118921efba23fc329e6560b27861f0c2-Abstract.html
169,On Calibration and Out-of-Domain Generalization,"Yoav Wald, Amir Feder, Daniel Greenfeld, Uri Shalit",/paper/2021/hash/118bd558033a1016fcc82560c65cca5f-Abstract.html
170,On the Convergence and Sample Efficiency of Variance-Reduced Policy Gradient Method,"Junyu Zhang, Chengzhuo Ni, zheng Yu, Csaba Szepesvari, Mengdi Wang",/paper/2021/hash/11c484ea9305ea4c7bb6b2e6d570d466-Abstract.html
171,Circa: Stochastic ReLUs for Private Deep Learning,"Zahra Ghodsi, Nandan Kumar Jha, Brandon Reagen, Siddharth Garg",/paper/2021/hash/11eba2991cc62daa4a85be5c0cfdae97-Abstract.html
172,Reinforcement Learning in Reward-Mixing MDPs,"Jeongyeol Kwon, Yonathan Efroni, Constantine Caramanis, Shie Mannor",/paper/2021/hash/11f9e78e4899a78dedd439fc583b6693-Abstract.html
173,A Gang of Adversarial Bandits,"Mark Herbster, Stephen Pasteris, Fabio Vitale, Massimiliano Pontil",/paper/2021/hash/124461dcd3571e6674ec4e0e140cc298-Abstract.html
174,Explaining Hyperparameter Optimization via Partial Dependence Plots,"Julia Moosbauer, Julia Herbinger, Giuseppe Casalicchio, Marius Lindauer, Bernd Bischl",/paper/2021/hash/12ced2db6f0193dda91ba86224ea1cd8-Abstract.html
175,Robustifying Algorithms of Learning Latent Trees with Vector Variables,"Fengzhuo Zhang, Vincent Tan",/paper/2021/hash/12e086066892a311b752673a28583d3f-Abstract.html
176,Representation Learning on Spatial Networks,"Zheng Zhang, Liang Zhao",/paper/2021/hash/12e35d9186dd72fe62fd039385890b9c-Abstract.html
177,Continuous-time edge modelling using non-parametric point processes,"Xuhui Fan, Bin Li, Feng Zhou, Scott SIsson",/paper/2021/hash/1301962d8b7bd03fffaa27119aa7fc2b-Abstract.html
178,Deep inference of latent dynamics with spatio-temporal super-resolution using selective backpropagation through time,"Feng Zhu, Andrew Sedler, Harrison A Grier, Nauman Ahad, Mark Davenport, Matthew Kaufman, Andrea Giovannucci, Chethan Pandarinath",/paper/2021/hash/1325cdae3b6f0f91a1b629307bf2d498-Abstract.html
179,Memory-efficient Patch-based Inference for Tiny Deep Learning,"Ji Lin, Wei-Ming Chen, Han Cai, Chuang Gan, Song Han",/paper/2021/hash/1371bccec2447b5aa6d96d2a540fb401-Abstract.html
180,Self-Interpretable Model with Transformation Equivariant Interpretation,"Yipei Wang, Xiaoqian Wang",/paper/2021/hash/1387a00f03b4b423e63127b08c261bdc-Abstract.html
181,Solving Min-Max Optimization with Hidden Structure via Gradient Descent Ascent,"Emmanouil-Vasileios Vlatakis-Gkaragkounis, Lampros Flokas, Georgios Piliouras",/paper/2021/hash/13bf4a96378f3854bcd9792d132eff9f-Abstract.html
182,Preserved central model for faster bidirectional compression in distributed settings,"Constantin Philippenko, Aymeric Dieuleveut",/paper/2021/hash/13d63838ef1fb6f34ca2dc6821c60e49-Abstract.html
183,Understanding Instance-based Interpretability of Variational Auto-Encoders,"Zhifeng Kong, Kamalika Chaudhuri",/paper/2021/hash/13d7dc096493e1f77fb4ccf3eaf79df1-Abstract.html
184,Voxel-based 3D Detection and Reconstruction of Multiple Objects from a Single Image,"Feng Liu, Xiaoming Liu",/paper/2021/hash/1415db70fe9ddb119e23e9b2808cde38-Abstract.html
185,Test-Time Classifier Adjustment Module for Model-Agnostic Domain Generalization,"Yusuke Iwasawa, Yutaka Matsuo",/paper/2021/hash/1415fe9fea0fa1e45dddcff5682239a0-Abstract.html
186,Luna: Linear Unified Nested Attention,"Xuezhe Ma, Xiang Kong, Sinong Wang, Chunting Zhou, Jonathan May, Hao Ma, Luke Zettlemoyer",/paper/2021/hash/14319d9cfc6123106878dc20b94fbaf3-Abstract.html
187,Iterative Causal Discovery in the Possible Presence of Latent Confounders and Selection Bias,"Raanan Y. Rohekar, Shami Nisimov, Yaniv Gurwicz, Gal Novik",/paper/2021/hash/144a3f71a03ab7c4f46f9656608efdb2-Abstract.html
188,Hindsight Task Relabelling: Experience Replay for Sparse Reward Meta-RL,"Charles Packer, Pieter Abbeel, Joseph E. Gonzalez",/paper/2021/hash/1454ca2270599546dfcd2a3700e4d2f1-Abstract.html
189,A Bayesian-Symbolic Approach to Reasoning and Learning in Intuitive Physics,"Kai Xu, Akash Srivastava, Dan Gutfreund, Felix Sosa, Tomer Ullman, Josh Tenenbaum, Charles Sutton",/paper/2021/hash/147540e129e096fa91700e9db6588354-Abstract.html
190,Associating Objects with Transformers for Video Object Segmentation,"Zongxin Yang, Yunchao Wei, Yi Yang",/paper/2021/hash/147702db07145348245dc5a2f2fe5683-Abstract.html
191,Automatic Symmetry Discovery with Lie Algebra Convolutional Network,"Nima Dehmamy, Robin Walters, Yanchen Liu, Dashun Wang, Rose Yu",/paper/2021/hash/148148d62be67e0916a833931bd32b26-Abstract.html
192,Zero Time Waste: Recycling Predictions in Early Exit Neural Networks,"Maciej Wołczyk, Bartosz Wójcik, Klaudia Bałazy, Igor T Podolak, Jacek Tabor, Marek Śmieja, Tomasz Trzcinski",/paper/2021/hash/149ef6419512be56a93169cd5e6fa8fd-Abstract.html
193,On Model Calibration for Long-Tailed Object Detection and Instance Segmentation,"Tai-Yu Pan, Cheng Zhang, Yandong Li, Hexiang Hu, Dong Xuan, Soravit Changpinyo, Boqing Gong, Wei-Lun Chao",/paper/2021/hash/14ad095ecc1c3e1b87f3c522836e9158-Abstract.html
194,ReSSL: Relational Self-Supervised Learning with Weak Augmentation,"Mingkai Zheng, Shan You, Fei Wang, Chen Qian, Changshui Zhang, Xiaogang Wang, Chang Xu",/paper/2021/hash/14c4f36143b4b09cbc320d7c95a50ee7-Abstract.html
195,Learning to See by Looking at Noise,"Manel Baradad Jurjo, Jonas Wulff, Tongzhou Wang, Phillip Isola, Antonio Torralba",/paper/2021/hash/14f2ebeab937ca128186e7ba876faef9-Abstract.html
196,Explicit loss asymptotics in the gradient descent training of neural networks,"Maksim Velikanov, Dmitry Yarotsky",/paper/2021/hash/14faf969228fc18fcd4fcf59437b0c97-Abstract.html
197,Test-Time Personalization with a Transformer for Human Pose Estimation,"Yizhuo Li, Miao Hao, Zonglin Di, Nitesh Bharadwaj Gundavarapu, Xiaolong Wang",/paper/2021/hash/1517c8664be296f0d87d9e5fc54fdd60-Abstract.html
198,Towards Scalable Unpaired Virtual Try-On via Patch-Routed Spatially-Adaptive GAN,"Zhenyu Xie, Zaiyu Huang, Fuwei Zhao, Haoye Dong, Michael Kampffmeyer, Xiaodan Liang",/paper/2021/hash/151de84cca69258b17375e2f44239191-Abstract.html
199,Bias Out-of-the-Box: An Empirical Analysis of Intersectional Occupational Biases in Popular Generative Language Models,"Hannah Rose Kirk, Yennie Jun, Filippo Volpin, Haider Iqbal, Elias Benussi, Frederic Dreyer, Aleksandar Shtedritski, Yuki Asano",/paper/2021/hash/1531beb762df4029513ebf9295e0d34f-Abstract.html
200,Weisfeiler and Lehman Go Cellular: CW Networks,"Cristian Bodnar, Fabrizio Frasca, Nina Otter, Yuguang Wang, Pietro Liò, Guido F. Montufar, Michael Bronstein",/paper/2021/hash/157792e4abb490f99dbd738483e0d2d4-Abstract.html
201,Learning Conjoint Attentions for Graph Neural Nets,"Tiantian He, Yew Soon Ong, L Bai",/paper/2021/hash/1587965fb4d4b5afe8428a4a024feb0d-Abstract.html
202,Hybrid Regret Bounds for Combinatorial Semi-Bandits and Adversarial Linear Bandits,Shinji Ito,/paper/2021/hash/15a50c8ba6a0002a2fa7e5d8c0a40bd9-Abstract.html
203,Pay Better Attention to Attention: Head Selection in Multilingual and Multi-Domain Sequence Modeling,"Hongyu Gong, Yun Tang, Juan Pino, Xian Li",/paper/2021/hash/15c00b5250ddedaabc203b67f8b034fd-Abstract.html
204,Cardinality-Regularized Hawkes-Granger Model,"Tsuyoshi Ide, Georgios Kollias, Dzung Phan, Naoki Abe",/paper/2021/hash/15cf76466b97264765356fcc56d801d1-Abstract.html
205,Aligned Structured Sparsity Learning for Efficient Image Super-Resolution,"Yulun Zhang, Huan Wang, Can Qin, Yun Fu",/paper/2021/hash/15de21c670ae7c3f6f3f1f37029303c9-Abstract.html
206,Why Lottery Ticket Wins? A Theoretical Perspective of Sample Complexity on Sparse Neural Networks,"Shuai Zhang, Meng Wang, Sijia Liu, Pin-Yu Chen, Jinjun Xiong",/paper/2021/hash/15f99f2165aa8c86c9dface16fefd281-Abstract.html
207,Constrained Robust Submodular Partitioning,"Shengjie Wang, Tianyi Zhou, Chandrashekhar Lavania, Jeff A Bilmes",/paper/2021/hash/161882dd2d19c716819081aee2c08b98-Abstract.html
208,Online Knapsack with Frequency Predictions,"Sungjin Im, Ravi Kumar, Mahshid Montazer Qaem, Manish Purohit",/paper/2021/hash/161c5c5ad51fcc884157890511b3c8b0-Abstract.html
209,On Component Interactions in Two-Stage Recommender Systems,"Jiri Hron, Karl Krauth, Michael Jordan, Niki Kilbertus",/paper/2021/hash/162d18156abe38a3b32851b72b1d44f5-Abstract.html
210,Lip to Speech Synthesis with Visual Context Attentional GAN,"Minsu Kim, Joanna Hong, Yong Man Ro",/paper/2021/hash/16437d40c29a1a7b1e78143c9c38f289-Abstract.html
211,Non-convex Distributionally Robust Optimization: Non-asymptotic Analysis,"Jikai Jin, Bohang Zhang, Haiyang Wang, Liwei Wang",/paper/2021/hash/164bf317ea19ccfd9e97853edc2389f4-Abstract.html
212,Goal-Aware Cross-Entropy for Multi-Target Reinforcement Learning,"Kibeom Kim, Min Whoo Lee, Yoonsung Kim, JeHwan Ryu, Minsu Lee, Byoung-Tak Zhang",/paper/2021/hash/165a59f7cf3b5c4396ba65953d679f17-Abstract.html
213,Smooth Normalizing Flows,"Jonas Köhler, Andreas Krämer, Frank Noe",/paper/2021/hash/167434fa6219316417cd4160c0c5e7d2-Abstract.html
214,MetaAvatar: Learning Animatable Clothed Human Models from Few Depth Images,"Shaofei Wang, Marko Mihajlovic, Qianli Ma, Andreas Geiger, Siyu Tang",/paper/2021/hash/1680829293f2a8541efa2647a0290f88-Abstract.html
215,Distributed Principal Component Analysis with Limited Communication,"Foivos Alimisis, Peter Davies, Bart Vandereycken, Dan Alistarh",/paper/2021/hash/1680e9fa7b4dd5d62ece800239bb53bd-Abstract.html
216,Newton-LESS: Sparsification without Trade-offs for the Sketched Newton Update,"Michal Derezinski, Jonathan Lacotte, Mert Pilanci, Michael W. Mahoney",/paper/2021/hash/16837163fee34175358a47e0b51485ff-Abstract.html
217,Confident Anchor-Induced Multi-Source Free Domain Adaptation,"Jiahua Dong, Zhen Fang, Anjin Liu, Gan Sun, Tongliang Liu",/paper/2021/hash/168908dd3227b8358eababa07fcaf091-Abstract.html
218,Word2Fun: Modelling Words as Functions for Diachronic Word Representation,"Benyou Wang, Emanuele Di Buccio, Massimo Melucci",/paper/2021/hash/16a5cdae362b8d27a1d8f8c7b78b4330-Abstract.html
219,Iteratively Reweighted Least Squares for Basis Pursuit with Global Linear Convergence Rate,"Christian Kümmerle, Claudio Mayrink Verdun, Dominik Stöger",/paper/2021/hash/16bda725ae44af3bb9316f416bd13b1b-Abstract.html
220,Low-Rank Constraints for Fast Inference in Structured Models,"Justin Chiu, Yuntian Deng, Alexander Rush",/paper/2021/hash/16c0d78ef6a76b5c247113a4c9514059-Abstract.html
221,Accumulative Poisoning Attacks on Real-time Data,"Tianyu Pang, Xiao Yang, Yinpeng Dong, Hang Su, Jun Zhu",/paper/2021/hash/16d11e9595188dbad0418a85f0351aba-Abstract.html
222,UCB-based Algorithms for Multinomial Logistic Regression Bandits,"Sanae Amani, Christos Thrampoulidis",/paper/2021/hash/16f852a6d01b6065c8ff5cc11caae9c6-Abstract.html
223,Estimating the Long-Term Effects of Novel Treatments,"Keith Battocchi, Eleanor Dillon, Maggie Hei, Greg Lewis, Miruna Oprescu, Vasilis Syrgkanis",/paper/2021/hash/16fa2b0294e410b2551c3bf6965c0853-Abstract.html
224,Dual Progressive Prototype Network for Generalized Zero-Shot Learning,"Chaoqun Wang, Shaobo Min, Xuejin Chen, Xiaoyan Sun, Houqiang Li",/paper/2021/hash/1700002963a49da13542e0726b7bb758-Abstract.html
